Layers,Neurons,batch,optimiser,keras,epochs,dropout,train %,activation,RMSE,VAL_RMSE,Objective,mae,val_mae,R2,R2_v,final
2,"(16, 14)",10,RMSprop,uniform,150,0.1,0.15,elu,0.307651228,0.777394703,0.457477034,0.31234765,0.6020547,0.905350722,0.222193333,0.563772027
1,16,10,RMSprop,uniform,150,0,0.2,sigmoid,0.457542964,0.849740352,0.346358342,0.35248142,0.6505907,0.790654436,0.336063699,0.563359068
2,"(10, 2)",25,Adam,normal,200,0.1,0.05,elu,0.56285084,0.541624657,0.447762251,0.49786296,0.40857935,0.683198932,0.442669706,0.562934319
1,6,10,Adam,uniform,200,0.5,0.2,elu,0.496191819,0.827899765,0.337954208,0.4464573,0.6510982,0.753793679,0.370084413,0.561939046
1,6,10,Adam,uniform,200,0.1,0.15,tanh,0.344239763,0.744602795,0.455578721,0.304289,0.56296784,0.881498986,0.241491222,0.561495104
1,9,10,Adam,normal,200,0,0.15,tanh,0.315165712,0.774348912,0.455242688,0.2205633,0.6040516,0.900670574,0.221729691,0.561200132
1,16,10,Adam,uniform,200,0,0.05,elu,0.274875821,0.469809581,0.627657299,0.18742228,0.375284,0.924443283,0.195125326,0.559784305
1,8,10,Adam,normal,150,0.1,0.05,elu,0.330897993,0.512640041,0.578230983,0.2669811,0.37449938,0.890506518,0.227540461,0.559023489
1,19,10,RMSprop,uniform,150,0,0.25,sigmoid,0.504649022,0.854525623,0.320412677,0.38212678,0.64693695,0.745329365,0.370800332,0.558064848
1,8,10,Adam,uniform,150,0,0.05,elu,0.317691654,0.559700049,0.561304148,0.22716603,0.4311615,0.899072013,0.216489738,0.557780875
3,"(18, 11, 11)",10,Adam,normal,150,0.3,0.05,tanh,0.438866071,0.627417019,0.466858455,0.4691082,0.478191,0.807396572,0.306444446,0.556920509
2,"(11, 16)",10,Adam,uniform,150,0.5,0.05,elu,0.552536786,0.677147761,0.385157727,0.51207334,0.54213333,0.694703101,0.41847333,0.556588215
1,5,10,Adam,normal,100,0,0.05,elu,0.417109593,0.60937759,0.486756408,0.3243049,0.44320202,0.826019587,0.286324118,0.556171853
2,"(7, 5)",10,Adam,normal,200,0.3,0.2,elu,0.466613966,0.853029131,0.340178452,0.44687986,0.68314177,0.782271407,0.329043442,0.555657424
1,15,10,Adam,normal,200,0,0.25,relu,0.265653218,0.965696232,0.384325275,0.19990377,0.7151312,0.929428368,0.181516556,0.555472462
2,"(10, 15)",10,Adam,uniform,150,0,0.05,elu,0.284549302,0.538354137,0.58854828,0.19313467,0.42073876,0.919031695,0.190552461,0.554792078
1,18,50,Adam,normal,200,0.1,0.25,tanh,0.45387133,0.890786634,0.327671018,0.35820588,0.6877525,0.794000816,0.313781446,0.553891131
2,"(14, 7)",10,Adam,normal,200,0.3,0.2,elu,0.402482965,0.890405922,0.353555556,0.42376527,0.6851985,0.838007463,0.26902564,0.553516551
1,16,25,RMSprop,uniform,150,0,0.25,tanh,0.432114178,0.904600263,0.33164278,0.33523998,0.6833654,0.813277337,0.29317035,0.553223844
2,"(14, 3)",10,Adam,uniform,200,0.1,0.2,relu,0.441686641,0.875042833,0.341635263,0.37892187,0.6652927,0.804912911,0.29895143,0.551932171
1,2,10,Adam,uniform,200,0.2,0.3,elu,0.509370937,0.930848197,0.279890433,0.43167672,0.68912864,0.740541249,0.358960676,0.549750962
2,"(11, 8)",10,Adam,uniform,200,0.2,0.05,tanh,0.364325386,0.614447929,0.510613342,0.35668492,0.46062595,0.867267013,0.232054873,0.549660943
1,19,10,RMSprop,uniform,100,0.1,0.25,elu,0.533285661,0.84348759,0.311613375,0.33671695,0.64879173,0.715606404,0.3827721,0.549189252
2,"(18, 14)",10,Adam,normal,200,0.1,0.05,elu,0.227650076,0.571326737,0.600511593,0.25634062,0.39957982,0.948175443,0.149805916,0.54899068
1,16,10,RMSprop,normal,100,0.1,0.3,elu,0.455449863,0.96927491,0.287637614,0.42255402,0.71082294,0.792565422,0.304333398,0.54844941
2,"(17, 4)",10,RMSprop,normal,200,0.3,0.05,elu,0.459025456,0.64551446,0.447730042,0.452025,0.4981873,0.789295631,0.302873661,0.546084646
1,16,10,Adam,uniform,150,0,0.05,elu,0.268425735,0.65199652,0.539788872,0.20506175,0.4622069,0.927947625,0.163364362,0.545655993
1,8,10,Adam,normal,150,0.1,0.05,elu,0.376661723,0.61381298,0.504762648,0.32934266,0.44082338,0.858125946,0.232438282,0.545282114
1,2,10,Adam,normal,200,0.4,0.05,elu,0.593345645,0.702809446,0.351922454,0.54090756,0.5407742,0.647940945,0.441760747,0.544850846
2,"(16, 12)",25,Adam,uniform,150,0.1,0.05,tanh,0.390038645,0.570209472,0.519875941,0.3446329,0.45089656,0.847869855,0.241758331,0.544814093
1,18,10,Adam,normal,200,0.2,0.05,elu,0.285364614,0.588729975,0.562952705,0.27987388,0.41031837,0.918567037,0.17055648,0.544561758
2,"(7, 17)",10,RMSprop,uniform,100,0,0.05,elu,0.52572276,0.630960133,0.421658554,0.38771713,0.51540834,0.72361558,0.364986126,0.544300853
2,"(13, 16)",10,RMSprop,normal,150,0.5,0.05,elu,0.581712684,0.663979171,0.377154072,0.554992,0.55005324,0.661610353,0.42678317,0.544196762
3,"(15, 3, 20)",10,RMSprop,normal,100,0,0.05,elu,0.541058116,0.706446499,0.376247693,0.4434747,0.50471073,0.707256115,0.380439603,0.543847859
1,5,10,Adam,uniform,150,0,0.05,tanh,0.429494079,0.603308526,0.483598698,0.3259596,0.44272104,0.815534836,0.270939082,0.543236959
2,"(4, 4)",10,Adam,normal,200,0.3,0.25,elu,0.563022896,0.830359815,0.303308645,0.5226996,0.6268314,0.683005218,0.402879424,0.542942321
1,15,10,RMSprop,uniform,150,0.4,0.3,tanh,0.522605194,0.938579028,0.269407889,0.43088248,0.7289737,0.726883811,0.358890025,0.542886918
2,"(17, 20)",25,Adam,normal,200,0.3,0.3,elu,0.421204739,0.990644221,0.29407552,0.39016953,0.697352,0.822586568,0.263077681,0.542832124
3,"(14, 15, 5)",10,Adam,normal,100,0.2,0.05,elu,0.488925662,0.682489674,0.414292332,0.46471852,0.5122726,0.760951697,0.324354755,0.542653226
4,"(2, 5, 19, 20)",10,Adam,uniform,200,0.2,0.2,elu,0.538128399,0.815645876,0.323112862,0.53106856,0.69507307,0.710417826,0.374826012,0.542621919
2,"(3, 3)",10,Adam,normal,200,0.1,0.3,elu,0.504861342,0.935054772,0.280041943,0.47007266,0.70934135,0.745115026,0.339625043,0.542370034
2,"(16, 12)",10,Adam,normal,150,0,0.05,elu,0.226089027,0.604053985,0.584928494,0.17630115,0.38224477,0.948883752,0.133412894,0.541148323
1,13,10,Adam,normal,200,0.2,0.2,relu,0.438283927,0.885159864,0.338278104,0.45551595,0.7009221,0.807907199,0.273345992,0.540626595
1,19,10,RMSprop,uniform,150,0.3,0.2,relu,0.378556143,0.918608077,0.35141789,0.34507522,0.7066096,0.856695247,0.222587382,0.539641314
1,18,25,Adam,normal,150,0.1,0.25,tanh,0.482520036,0.891632264,0.31292385,0.36411572,0.69384676,0.767174415,0.310987768,0.539081091
2,"(17, 20)",25,Adam,uniform,200,0.4,0.15,tanh,0.464984768,0.73741405,0.398800591,0.4424074,0.58864003,0.783789165,0.293764979,0.538777072
2,"(16, 12)",50,Adam,uniform,200,0,0.05,elu,0.343085201,0.586955094,0.534979852,0.24942818,0.42378816,0.882292545,0.193079435,0.53768599
4,"(11, 16, 12, 3)",10,RMSprop,normal,150,0,0.05,elu,0.442827075,0.656220723,0.450476101,0.32388094,0.5368702,0.803904181,0.270951067,0.537427624
1,16,10,RMSprop,normal,100,0.1,0.2,tanh,0.482009439,0.863231218,0.327379672,0.3970974,0.6922838,0.767666901,0.307103259,0.53738508
2,"(10, 2)",10,Adam,normal,200,0.2,0.25,elu,0.49661426,0.887269668,0.308058036,0.4924839,0.67657965,0.753374277,0.320398776,0.536886527
2,"(20, 5)",10,Adam,normal,200,0,0.15,elu,0.259068422,0.814059153,0.463436212,0.1880655,0.628243,0.932883553,0.140710776,0.536797164
1,19,10,Adam,uniform,150,0,0.05,elu,0.221590229,0.582085478,0.598162147,0.17029367,0.46805024,0.95089777,0.122461456,0.536679613
3,"(15, 14, 3)",10,Adam,normal,200,0.3,0.05,elu,0.518317466,0.711068825,0.385306855,0.4744339,0.55536413,0.731347005,0.341834329,0.536590667
1,16,10,Adam,normal,200,0,0.05,elu,0.216054275,0.59913863,0.592403548,0.15334605,0.438169,0.95332055,0.119446417,0.536383484
3,"(19, 10, 17)",10,Adam,uniform,100,0.1,0.15,tanh,0.378085428,0.772528671,0.424692951,0.34078783,0.5883812,0.857051409,0.214496821,0.535774115
1,4,10,Adam,uniform,200,0.4,0.05,elu,0.537713632,0.646000804,0.408142782,0.5076494,0.50355583,0.71086405,0.359864768,0.535364409
1,18,10,Adam,uniform,100,0.1,0.2,relu,0.411649626,0.908481033,0.339934671,0.3681852,0.6799989,0.830544585,0.239337706,0.534941146
2,"(18, 16)",25,Adam,uniform,100,0,0.25,elu,0.460845651,0.912521018,0.313316666,0.3475645,0.6790421,0.787621286,0.281639636,0.534630461
2,"(16, 12)",50,Adam,uniform,200,0,0.05,elu,0.307252239,0.66052505,0.516111356,0.22699049,0.46365482,0.905596062,0.162763678,0.53417987
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,elu,0.311063835,0.631228662,0.528853752,0.26810175,0.4369386,0.903239291,0.164286928,0.533763109
2,"(16, 12)",200,Adam,normal,200,0,0.05,elu,0.415135205,0.711286738,0.436789028,0.31611902,0.46629062,0.827662761,0.236938609,0.532300685
2,"(17, 9)",50,Adam,uniform,200,0,0.05,elu,0.312570123,0.658018081,0.514705898,0.23811652,0.47338432,0.902299918,0.161310455,0.531805187
1,8,10,Adam,uniform,150,0,0.15,tanh,0.320033922,0.79845175,0.440757164,0.24996537,0.6216648,0.897578289,0.16377174,0.530675015
1,12,25,RMSprop,normal,200,0.3,0.3,elu,0.507769556,0.948668222,0.271781111,0.47803044,0.69821584,0.742170078,0.317803157,0.529986618
1,16,10,Adam,normal,150,0.1,0.15,elu,0.278852576,0.815553098,0.452797163,0.26056415,0.58369166,0.922241241,0.136613598,0.529427419
1,8,10,RMSprop,normal,200,0.1,0.05,sigmoid,0.489278264,0.686655138,0.412033299,0.40831307,0.53100175,0.76060678,0.298150219,0.5293785
2,"(6, 13)",10,Adam,normal,200,0.4,0.05,elu,0.481859697,0.624209504,0.446965399,0.4763833,0.50315607,0.767811232,0.289820985,0.528816109
1,6,25,RMSprop,normal,200,0.3,0.05,elu,0.54700605,0.691475825,0.380759063,0.49669382,0.5219481,0.700784382,0.356307289,0.528545835
4,"(20, 15, 17, 6)",10,Adam,normal,200,0.1,0.05,relu,0.457013999,0.683695464,0.429645268,0.43862253,0.5398738,0.791138204,0.26356303,0.527350617
1,6,10,Adam,uniform,200,0,0.05,elu,0.336039484,0.588068158,0.537946179,0.26426113,0.4432489,0.887077465,0.166860948,0.526969207
3,"(19, 10, 17)",10,Adam,uniform,100,0.1,0.25,tanh,0.444478711,0.927349535,0.314085877,0.40639937,0.71091413,0.802438675,0.251112109,0.526775392
1,15,10,RMSprop,normal,200,0.1,0.15,elu,0.322846959,0.794192063,0.441480489,0.28460142,0.6100576,0.895769841,0.154760339,0.52526509
1,16,10,Adam,uniform,100,0,0.05,elu,0.347269426,0.616694363,0.518018105,0.2653505,0.41763264,0.879403946,0.169948653,0.524676299
4,"(2, 8, 10, 11)",10,Adam,uniform,200,0,0.3,elu,0.60596621,0.907813585,0.243110103,0.4840895,0.7112443,0.632804953,0.415661428,0.524233191
3,"(19, 10, 17)",10,Adam,normal,100,0.1,0.05,elu,0.397469568,0.558081394,0.522224519,0.37246782,0.38492492,0.842017943,0.205407847,0.523712895
2,"(7, 16)",10,Adam,normal,200,0,0.05,tanh,0.281460498,0.513271693,0.602633904,0.2013537,0.42589673,0.920779988,0.125414042,0.523097015
1,18,10,Adam,normal,100,0.5,0.05,elu,0.534853013,0.671483558,0.396831714,0.5047986,0.49688253,0.713932255,0.331234627,0.522583441
2,"(5, 18)",10,RMSprop,uniform,150,0.1,0.25,tanh,0.585931814,0.842804932,0.285631627,0.4402153,0.6721685,0.656683909,0.388257971,0.52247094
4,"(15, 20, 9, 12)",10,RMSprop,normal,150,0.2,0.25,tanh,0.533429521,0.882772664,0.291898908,0.5194227,0.6764027,0.715452946,0.328429792,0.521941369
1,2,10,Adam,uniform,200,0.1,0.05,elu,0.43432458,0.628162805,0.468756307,0.39595047,0.51777494,0.811362159,0.230732696,0.521047428
1,15,25,Adam,uniform,200,0,0.05,elu,0.278755573,0.66675749,0.527243468,0.21679543,0.46065488,0.922295331,0.116571842,0.519433586
1,19,10,RMSprop,normal,200,0.1,0.15,sigmoid,0.379179628,0.79586648,0.412476946,0.3320258,0.62841225,0.856222809,0.181851132,0.519036971
1,19,10,Adam,uniform,100,0,0.15,elu,0.308413237,0.813508636,0.439039063,0.23806393,0.6046092,0.904881275,0.131830937,0.518356106
1,16,10,Adam,normal,150,0,0.05,elu,0.277741078,0.573638616,0.574310153,0.2017078,0.4525319,0.922859894,0.113303642,0.518081768
4,"(20, 9, 9, 13)",10,Adam,normal,150,0.3,0.05,tanh,0.497745652,0.666013484,0.418120432,0.5338454,0.5071342,0.752249266,0.28070383,0.516476548
1,12,10,RMSprop,uniform,200,0.4,0.2,relu,0.551475137,0.849623084,0.29945089,0.5195783,0.655529,0.695875173,0.336090458,0.515982815
1,16,50,Adam,normal,200,0.3,0.05,elu,0.555088953,0.656796653,0.394057197,0.4653333,0.47948518,0.691876254,0.340007201,0.515941728
2,"(16, 12)",10,Adam,normal,200,0.2,0.15,elu,0.309995873,0.807362241,0.441320943,0.3023164,0.5993011,0.903902559,0.127536249,0.515719404
1,15,10,Adam,uniform,150,0.1,0.15,sigmoid,0.409815743,0.78580534,0.402189458,0.3650062,0.5981173,0.832051057,0.198287288,0.515169172
4,"(18, 9, 20, 7)",10,Adam,normal,100,0.1,0.05,elu,0.446967554,0.681746408,0.435643019,0.42671862,0.5424284,0.800220006,0.229723174,0.51497159
2,"(17, 20)",10,Adam,uniform,150,0.4,0.05,tanh,0.413386542,0.630802971,0.477905243,0.4040905,0.46687636,0.829111567,0.199677195,0.514394381
1,16,10,Adam,normal,100,0,0.25,relu,0.48432627,0.919015838,0.298328946,0.35039154,0.6780895,0.765428064,0.262455689,0.513941877
2,"(12, 15)",10,Adam,normal,150,0,0.15,elu,0.271364839,0.817908172,0.455363495,0.20861572,0.6444809,0.926361124,0.098896847,0.512628986
1,18,10,Adam,uniform,100,0.1,0.2,relu,0.463370797,0.912086829,0.312271187,0.39051825,0.71440375,0.785287505,0.239939,0.512613252
2,"(16, 12)",10,RMSprop,uniform,100,0.1,0.05,tanh,0.407203243,0.590236924,0.501279917,0.3785157,0.45376128,0.834185519,0.189906492,0.512046005
1,6,10,Adam,uniform,150,0,0.05,elu,0.296531483,0.551955526,0.575756495,0.21517374,0.4223407,0.91206908,0.109307665,0.510688372
3,"(13, 13, 20)",10,RMSprop,normal,100,0.2,0.05,elu,0.55452306,0.679320168,0.383078386,0.50872177,0.49668533,0.692504176,0.318848027,0.505676102
1,16,10,Adam,uniform,200,0.2,0.05,elu,0.292259089,0.618270849,0.544735031,0.2686145,0.425102,0.914584625,0.090400163,0.502492394
1,18,25,Adam,uniform,100,0.2,0.05,tanh,0.521998398,0.670792343,0.40360463,0.4298365,0.53905654,0.727517673,0.276714539,0.502116106
3,"(13, 14, 6)",10,Adam,uniform,150,0.1,0.05,relu,0.533651453,0.697876089,0.384236229,0.4328203,0.55566716,0.715216126,0.288491082,0.501853604
3,"(15, 19, 15)",200,Adam,uniform,200,0.2,0.05,tanh,0.533042725,0.667466239,0.399745518,0.4886475,0.5302472,0.715865454,0.285326348,0.500595901
1,18,10,Adam,normal,150,0.1,0.05,tanh,0.267682846,0.585364329,0.573476413,0.2424375,0.43853933,0.928345894,0.071326076,0.499835985
4,"(14, 17, 4, 8)",10,Adam,uniform,200,0,0.25,tanh,0.638346269,0.811763,0.274945366,0.4268842,0.6296744,0.592514041,0.406852398,0.49968322
1,9,10,Adam,uniform,100,0.4,0.05,elu,0.493364375,0.712635735,0.396999945,0.44812933,0.54537106,0.756591593,0.24025056,0.498421077
4,"(2, 15, 19, 13)",10,Adam,uniform,150,0.1,0.3,elu,0.597569283,0.939684173,0.231373272,0.49425685,0.71674365,0.642910951,0.35299927,0.497955111
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,tanh,0.309095339,0.603662453,0.543621104,0.27427578,0.4875318,0.904460071,0.091442119,0.497951095
1,16,10,Adam,normal,150,0,0.05,elu,0.325673954,0.621551753,0.526387147,0.2250052,0.46851248,0.893936476,0.097913019,0.495924748
1,12,10,Adam,normal,100,0.1,0.2,elu,0.451048994,0.932875543,0.308037731,0.43743873,0.73983705,0.796554805,0.193894266,0.495224536
1,3,10,RMSprop,uniform,200,0,0.05,elu,0.423685148,0.636386294,0.469964279,0.3141519,0.4763268,0.820490895,0.169090226,0.494790561
1,16,10,RMSprop,uniform,150,0.3,0.15,tanh,0.427476772,0.788644146,0.391939541,0.37087172,0.61391014,0.817263609,0.172224962,0.494744286
2,"(19, 2)",10,RMSprop,normal,100,0,0.05,elu,0.602198269,0.737682233,0.330059749,0.48135722,0.5365027,0.637357244,0.349802867,0.493580056
1,6,10,Adam,normal,200,0.1,0.15,elu,0.334029556,0.830844344,0.41756305,0.3090977,0.6385472,0.888424256,0.092978745,0.4907015
1,16,10,Adam,uniform,200,0.1,0.05,elu,0.229492838,0.624253353,0.573126904,0.20771155,0.4776853,0.947333037,0.02845492,0.487893978
2,"(15, 13)",10,Adam,uniform,150,0.1,0.15,elu,0.265385236,0.848192285,0.443211239,0.27459776,0.60590637,0.929570676,0.043256975,0.486413826
2,"(17, 3)",10,Adam,normal,100,0.1,0.05,elu,0.500781159,0.67767538,0.41077173,0.42052183,0.547662,0.749218231,0.222781248,0.485999739
1,16,10,Adam,normal,150,0,0.05,elu,0.278004937,0.586626335,0.567684364,0.22164297,0.4514641,0.922713255,0.045321273,0.484017264
1,15,10,Adam,normal,100,0.1,0.2,elu,0.490474458,0.93031678,0.289604381,0.4187476,0.73358315,0.759434806,0.205785155,0.48260998
1,16,10,Adam,uniform,200,0,0.05,elu,0.250562959,0.655701422,0.54686781,0.17951094,0.46381408,0.937218204,0.02660748,0.481912842
4,"(18, 12, 6, 6)",10,Adam,normal,150,0,0.2,elu,0.32167301,1.019438028,0.329444481,0.24616893,0.7419374,0.896526474,0.066869805,0.481698139
1,12,10,Adam,normal,200,0,0.05,elu,0.252663766,0.607489542,0.569923346,0.17987284,0.4615012,0.936161021,0.024822781,0.480491901
2,"(17, 20)",10,Adam,uniform,150,0.4,0.05,relu,0.477303095,0.74489061,0.388903147,0.450156,0.5915181,0.772181756,0.187685583,0.479933669
1,16,10,Adam,normal,200,0.3,0.05,elu,0.301551493,0.608681215,0.544883646,0.30994067,0.4408558,0.909066697,0.049366661,0.479216679
1,19,100,Adam,uniform,200,0,0.3,tanh,0.428408927,1.067200403,0.252195335,0.31289276,0.79199016,0.816465791,0.136985261,0.476725526
2,"(11, 13)",10,Adam,normal,200,0.4,0.05,relu,0.567041413,0.68183891,0.375559839,0.44983754,0.55945075,0.678464036,0.27444115,0.476452593
1,18,25,Adam,normal,150,0.1,0.25,elu,0.539163971,0.935620823,0.262607603,0.4449732,0.70075816,0.709302213,0.242768988,0.4760356
1,11,10,Adam,uniform,150,0,0.05,elu,0.317241183,0.593341263,0.544708777,0.2604158,0.45996538,0.899358032,0.050906909,0.475132471
1,16,200,Adam,uniform,200,0,0.25,tanh,0.503205223,0.963044891,0.266874943,0.36950237,0.7131623,0.746784503,0.203073676,0.474929089
2,"(19, 3)",10,Adam,normal,200,0.2,0.05,elu,0.409395195,0.599037975,0.495783415,0.4399182,0.46805248,0.832395575,0.117161789,0.474778682
2,"(17, 20)",25,Adam,uniform,200,0.4,0.05,tanh,0.444265075,0.663873206,0.445930859,0.4512967,0.50842685,0.802628543,0.14607207,0.474350306
4,"(10, 11, 15, 7)",10,Adam,normal,200,0.1,0.3,relu,0.590890528,0.977971486,0.215568993,0.5069128,0.7337218,0.650848384,0.297718696,0.47428354
1,18,10,RMSprop,uniform,150,0.1,0.05,tanh,0.317281648,0.556685902,0.563016225,0.26171967,0.4392895,0.899332356,0.047849888,0.473591122
1,16,10,Adam,uniform,150,0,0.05,elu,0.28464502,0.601314167,0.557020406,0.20806734,0.45069608,0.918977212,0.021804291,0.470390752
2,"(16, 12)",50,Adam,normal,200,0,0.05,elu,0.368826846,0.627713793,0.501729681,0.273894,0.4504954,0.863966758,0.075321531,0.469644144
4,"(5, 3, 18, 10)",10,RMSprop,uniform,200,0,0.25,tanh,0.692646816,0.80637824,0.250487472,0.52298903,0.6468822,0.520240388,0.418899106,0.469569747
3,"(8, 20, 5)",10,RMSprop,normal,150,0.1,0.05,elu,0.507953425,0.759921592,0.366062492,0.45037773,0.6004894,0.741983318,0.195212134,0.468597726
3,"(7, 17, 18)",10,Adam,uniform,100,0,0.15,elu,0.387048775,0.824443699,0.394253763,0.288695,0.6297658,0.850193246,0.085864756,0.468029001
3,"(17, 19, 5)",10,Adam,uniform,150,0.2,0.05,elu,0.464762711,0.781568355,0.376834467,0.40160233,0.6194306,0.783995622,0.15142633,0.467710976
1,16,10,Adam,normal,100,0,0.05,elu,0.380641413,0.651091242,0.484133673,0.31621698,0.4853115,0.855112115,0.078029651,0.466570883
1,12,10,RMSprop,uniform,150,0.4,0.3,relu,0.605805304,0.966720777,0.21373696,0.5125952,0.7161775,0.632999933,0.299205873,0.466102903
3,"(8, 18, 8)",10,RMSprop,uniform,200,0.1,0.3,relu,0.55177885,1.01448131,0.21686992,0.5009485,0.7324669,0.695540101,0.236489798,0.466014949
4,"(1, 4, 16, 11)",25,Adam,uniform,200,0,0.05,tanh,0.645604462,0.893393258,0.23050114,0.44505486,0.64958364,0.583194878,0.348759067,0.465976973
2,"(14, 7)",50,Adam,normal,200,0,0.3,elu,0.386999663,1.102314232,0.255343053,0.30962574,0.7871964,0.850231261,0.080532728,0.465381995
1,12,50,RMSprop,uniform,200,0.4,0.05,tanh,0.58732353,0.722627966,0.345024252,0.45103085,0.5756454,0.655051071,0.274543849,0.46479746
4,"(4, 16, 5, 7)",10,Adam,uniform,150,0,0.15,elu,0.509224108,0.843729129,0.323523381,0.4133922,0.6736513,0.740690808,0.187125448,0.463908128
1,5,10,RMSprop,normal,100,0.1,0.05,elu,0.594666891,0.714321061,0.345506024,0.46673188,0.55829614,0.646371289,0.278116875,0.462244082
4,"(14, 16, 17, 18)",10,Adam,normal,100,0,0.25,elu,0.338866178,1.047333095,0.306900363,0.22488436,0.7398004,0.885169713,0.039252015,0.462210864
1,16,10,Adam,uniform,150,0,0.05,elu,0.265202599,0.615378589,0.559709406,0.2014682,0.4706924,0.929667581,-0.006537803,0.461564889
4,"(7, 9, 5, 14)",10,Adam,uniform,200,0.1,0.25,tanh,0.6591042,0.850236406,0.245329697,0.47055253,0.64485353,0.565581654,0.357474153,0.461527903
1,16,25,Adam,uniform,150,0,0.25,relu,0.492938804,0.980834476,0.26311336,0.3608411,0.7094601,0.757011335,0.164878177,0.460944756
2,"(9, 5)",10,Adam,uniform,100,0.4,0.05,elu,0.635584455,0.732813633,0.315800956,0.55707985,0.55956185,0.596032401,0.323348628,0.459690515
1,18,10,Adam,uniform,100,0.1,0.05,sigmoid,0.530394239,0.686802284,0.391401738,0.4236228,0.5353734,0.718681951,0.198614032,0.458647991
3,"(20, 13, 13)",10,Adam,uniform,200,0.2,0.05,relu,0.452476181,0.82267584,0.362423989,0.45680192,0.6607984,0.795265306,0.121775167,0.458520236
4,"(8, 19, 19, 20)",10,Adam,uniform,150,0.1,0.15,elu,0.401277583,0.860795807,0.368963305,0.36006203,0.65883076,0.838976302,0.078054685,0.458515493
3,"(15, 2, 15)",10,Adam,uniform,100,0.3,0.05,elu,0.562125946,0.708080926,0.364896564,0.52770525,0.55910575,0.684014421,0.230645034,0.457329727
1,4,10,Adam,uniform,100,0.2,0.05,elu,0.57756182,0.73664568,0.34289625,0.45870844,0.5509109,0.666422345,0.247710707,0.457066526
4,"(7, 1, 16, 13)",10,RMSprop,normal,200,0,0.25,tanh,0.643562061,0.872185291,0.242126324,0.4527048,0.7007124,0.585827874,0.326214929,0.456021401
1,11,10,Adam,normal,200,0.1,0.05,elu,0.268752783,0.614396991,0.558425113,0.24478538,0.43367785,0.927771942,-0.017767568,0.455002187
1,8,25,Adam,normal,200,0,0.05,elu,0.51304312,0.689104329,0.398926275,0.39902198,0.51277727,0.736786757,0.171089489,0.453938123
3,"(18, 4, 13)",10,Adam,uniform,200,0.1,0.3,relu,0.617101775,0.984821081,0.199038572,0.49788612,0.7420372,0.6191854,0.288643717,0.453914558
1,16,10,Adam,normal,200,0.1,0.15,relu,0.317905624,0.884806749,0.398643814,0.30757096,0.6601236,0.898936014,0.007909538,0.453422776
1,18,25,Adam,normal,100,0.1,0.3,tanh,0.582311182,1.010620455,0.203534182,0.45274654,0.7358903,0.660913687,0.24137121,0.451142448
2,"(3, 3)",10,Adam,normal,200,0.1,0.05,elu,0.64779864,0.91092647,0.220637445,0.47763836,0.6580916,0.580356921,0.320480397,0.450418659
4,"(9, 10, 2, 19)",10,Adam,normal,150,0.1,0.05,elu,0.631846138,0.902274739,0.232939561,0.48376858,0.6637832,0.600770458,0.299439123,0.45010479
1,19,10,RMSprop,normal,100,0.1,0.25,tanh,0.58378901,0.940530622,0.237840184,0.37960973,0.7200729,0.659190392,0.238584854,0.448887623
1,7,25,Adam,uniform,200,0,0.15,tanh,0.371853108,0.845884154,0.391131369,0.26863065,0.6247386,0.861725266,0.036031834,0.44887855
1,16,10,RMSprop,uniform,150,0.2,0.2,sigmoid,0.582537613,0.913132392,0.252164997,0.48398274,0.7277414,0.660649929,0.236434391,0.44854216
2,"(13, 16)",50,Adam,normal,200,0.3,0.25,elu,0.551923791,0.962590377,0.242742916,0.5003754,0.70680994,0.695380128,0.199889217,0.447634673
2,"(18, 16)",10,Adam,normal,150,0.1,0.05,elu,0.264534749,0.56545048,0.585007386,0.2513273,0.40972987,0.930021367,-0.035157754,0.447431806
1,11,10,Adam,normal,200,0,0.15,elu,0.26870099,0.914129914,0.408584548,0.20672424,0.62961936,0.927799778,-0.033940314,0.446929732
1,6,25,Adam,uniform,200,0,0.15,tanh,0.413963107,0.833032818,0.376502037,0.31970838,0.6224186,0.828634546,0.063426213,0.446030379
4,"(17, 4, 9, 11)",25,RMSprop,uniform,200,0.1,0.05,elu,0.620674029,0.76812622,0.305599876,0.46289834,0.5922947,0.61476375,0.274791955,0.444777853
4,"(15, 7, 17, 5)",10,Adam,normal,200,0.1,0.25,tanh,0.664818306,0.870514478,0.232333608,0.5145451,0.679018,0.55801662,0.326644306,0.442330463
1,3,10,Adam,uniform,100,0,0.2,elu,0.625277815,0.889044518,0.242838833,0.459153,0.7191992,0.609027654,0.274975323,0.442001488
2,"(2, 17)",10,RMSprop,normal,200,0,0.15,relu,0.547234632,0.803631347,0.324567011,0.38506955,0.63592404,0.700534258,0.18036261,0.440448434
2,"(19, 8)",25,RMSprop,normal,150,0,0.05,elu,0.497055176,0.701034463,0.400955181,0.383862,0.49822193,0.752936152,0.126644444,0.439790298
2,"(18, 16)",25,Adam,uniform,100,0,0.05,relu,0.59055966,0.756746627,0.326346856,0.4488848,0.55794436,0.651239288,0.223742063,0.437490675
2,"(16, 12)",50,Adam,uniform,150,0,0.05,tanh,0.417116588,0.695535237,0.443674088,0.31216782,0.53920007,0.826013752,0.048676696,0.437345224
