Layers,Neurons,batch,optimiser,keras,epochs,dropout,train %,activation,RMSE,VAL_RMSE,Objective,mae,val_mae,R2,R2_v,final
3,"(3, 18, 9)",10,sgd,normal,150,0.3,0.05,elu,0.984510833,0.962159047,0.02666506,0.7283499,0.757168,0.03073842,-0.472154904,-0.220708242
1,16,100,sgd,normal,200,0,0.05,relu,0.95613882,0.94273553,0.050562825,0.7035425,0.7509856,0.085798557,-0.528687112,-0.221444277
1,18,10,Adagrad,uniform,50,0.1,0.05,tanh,0.968887004,0.965027589,0.033042704,0.7183552,0.74681526,0.061257973,-0.504259339,-0.221500683
1,16,10,sgd,uniform,150,0,0.05,relu,0.935963451,0.930172126,0.066932211,0.7038592,0.70383036,0.123972418,-0.567499227,-0.221763404
3,"(16, 1, 7)",10,Adam,normal,50,0,0.05,tanh,0.685410748,0.964030687,0.175279282,0.4882496,0.83539057,0.530212106,-0.979353501,-0.224570697
4,"(15, 6, 1, 19)",10,RMSprop,uniform,150,0.4,0.05,tanh,0.868252311,0.895693047,0.118027321,0.65734845,0.75005805,0.246137924,-0.69904795,-0.226455013
2,"(1, 14)",10,sgd,normal,150,0,0.05,elu,0.985022623,0.964696147,0.025140615,0.7309579,0.7697792,0.029730433,-0.487282965,-0.228776266
1,20,25,Adagrad,normal,200,0,0.05,relu,0.944524032,0.906651969,0.074412,0.6954827,0.7102991,0.107874354,-0.56673899,-0.229432318
1,8,10,RMSprop,normal,200,0.1,0.1,elu,0.362817322,0.921358634,0.357912022,0.27535078,0.7487484,0.868363591,-1.32762897,-0.229632689
1,6,10,Adam,uniform,200,0.3,0.1,elu,0.392495562,0.795341151,0.406081643,0.4180864,0.62664783,0.845947234,-1.308629901,-0.231341334
3,"(20, 16, 4)",200,Adam,normal,200,0.3,0.05,tanh,0.832173603,0.966215802,0.100805298,0.6744505,0.7785666,0.307487095,-0.770544633,-0.231528769
1,18,10,Adagrad,normal,100,0.2,0.05,sigmoid,0.979045971,0.960997797,0.029978116,0.7242762,0.7571296,0.041468986,-0.505065376,-0.231798195
2,"(8, 15)",10,sgd,normal,200,0,0.05,elu,0.917122615,0.927045235,0.077916075,0.6753672,0.71373516,0.158886109,-0.626162273,-0.233638082
4,"(2, 16, 20, 10)",10,Adam,uniform,50,0.1,0.05,elu,0.836912686,0.898283802,0.132401756,0.65801996,0.7244658,0.299577155,-0.768516751,-0.234469798
1,13,10,sgd,uniform,200,0,0.05,elu,0.927060839,0.925286991,0.073826085,0.68821627,0.6785788,0.140558201,-0.609807579,-0.234624689
4,"(9, 13, 3, 4)",10,Adam,uniform,200,0.5,0.05,tanh,0.899438854,0.892655401,0.103952873,0.69409555,0.6872955,0.191009749,-0.663918299,-0.236454275
3,"(3, 3, 18)",10,Adam,normal,50,0,0.05,elu,0.874863849,0.892919334,0.116108408,0.64938533,0.70662534,0.234613246,-0.708138056,-0.236762405
1,20,10,Adam,normal,200,0.3,0.1,elu,0.320079441,0.828172302,0.425874129,0.2983055,0.6381006,0.897549151,-1.37117345,-0.236812149
3,"(14, 3, 20)",10,Adam,normal,150,0.3,0.05,sigmoid,0.903451779,0.966457794,0.065045214,0.6859758,0.7578585,0.183774883,-0.664112009,-0.240168563
1,16,10,Adagrad,normal,150,0,0.05,tanh,0.95571603,0.954702134,0.044790918,0.7109372,0.74730134,0.08660687,-0.567152414,-0.240272772
1,15,50,sgd,normal,200,0.1,0.05,sigmoid,0.964197926,0.911502988,0.062149543,0.71343654,0.7181488,0.07032236,-0.551395353,-0.240536496
1,8,25,sgd,uniform,150,0,0.05,elu,0.936251594,0.973537884,0.045105261,0.69928056,0.7487872,0.123432953,-0.60515534,-0.240861193
1,16,200,sgd,uniform,200,0,0.05,sigmoid,0.974839319,0.946524814,0.039317933,0.71617615,0.7394184,0.049688303,-0.534370543,-0.24234112
1,11,10,Adagrad,normal,200,0.2,0.05,tanh,0.951388767,0.923199749,0.062705742,0.702804,0.70993036,0.094859413,-0.581401396,-0.243270991
1,3,10,sgd,uniform,200,0.4,0.05,elu,0.973018887,0.973479477,0.026750818,0.72989845,0.77647936,0.053234245,-0.544703624,-0.24573469
1,18,10,Adam,normal,200,0.1,0.1,tanh,0.263302246,0.801470231,0.467613762,0.24748603,0.63757247,0.930671927,-1.422323524,-0.245825798
2,"(11, 19)",10,Adam,normal,50,0,0.05,sigmoid,0.968451291,0.969532274,0.031008218,0.7167217,0.7564663,0.062102097,-0.555651661,-0.246774782
1,4,10,Adam,uniform,50,0,0.05,relu,0.890040297,0.934937681,0.087511011,0.6813093,0.73875606,0.20782827,-0.701963814,-0.247067772
2,"(12, 12)",10,sgd,uniform,150,0.4,0.05,elu,0.962121707,0.937447016,0.050215638,0.7164662,0.7336528,0.074321821,-0.572017575,-0.248847877
1,16,10,Adagrad,normal,200,0.1,0.05,elu,0.934534393,0.957070709,0.054197449,0.7233959,0.74298024,0.126645469,-0.624982441,-0.249168486
4,"(2, 17, 13, 18)",10,Adam,normal,100,0.1,0.05,relu,0.827301849,0.860769161,0.155964495,0.66157496,0.6890298,0.31557165,-0.814457035,-0.249442692
2,"(16, 12)",10,sgd,uniform,100,0.1,0.05,relu,0.954340662,0.939452186,0.053103576,0.72162884,0.73626184,0.089233901,-0.588172708,-0.249469403
1,16,10,sgd,uniform,150,0,0.05,relu,0.940192253,0.974267847,0.04276995,0.7039303,0.76266974,0.116038528,-0.615051716,-0.249506594
1,17,10,Adam,uniform,50,0.4,0.05,elu,0.756975093,0.913786707,0.1646191,0.6145346,0.702353,0.426988708,-0.931575835,-0.252293563
2,"(13, 12)",200,sgd,normal,200,0.3,0.05,elu,0.970013629,0.977537736,0.026224317,0.7117214,0.75267726,0.059073559,-0.566874864,-0.253900652
2,"(14, 11)",10,Adagrad,normal,50,0.1,0.05,tanh,0.991388169,0.958409493,0.025101169,0.7331569,0.7609342,0.017149498,-0.529026829,-0.255938666
2,"(14, 7)",100,Adagrad,normal,150,0,0.05,relu,0.987365708,0.966819373,0.022907459,0.73046184,0.7684142,0.025108958,-0.540831612,-0.257861327
1,20,100,Adam,normal,150,0.4,0.05,elu,0.901726871,0.914473634,0.091899748,0.67626673,0.69080585,0.186888651,-0.70421129,-0.25866132
1,11,10,sgd,uniform,200,0.4,0.05,tanh,0.96345121,0.984151261,0.026198764,0.74178183,0.76566404,0.071761765,-0.589169241,-0.258703738
3,"(16, 7, 11)",10,Adam,normal,50,0,0.05,elu,0.644894237,0.85579857,0.249653596,0.46389306,0.70658714,0.584111423,-1.102065052,-0.258976815
2,"(16, 12)",10,Adam,uniform,200,0.1,0.1,elu,0.21864354,0.839268703,0.471043879,0.24092555,0.64701015,0.952195002,-1.471555139,-0.259680068
1,2,100,RMSprop,normal,200,0.3,0.05,elu,0.937992173,0.941109716,0.060449056,0.68819743,0.72336584,0.120170684,-0.641609917,-0.260719616
1,6,25,Adam,uniform,200,0.1,0.1,elu,0.46426366,0.817360115,0.359188112,0.40819868,0.6146847,0.784459254,-1.306136522,-0.260838634
2,"(2, 6)",10,Adagrad,normal,200,0.1,0.05,elu,0.992005182,0.966102548,0.020946135,0.73618275,0.76571244,0.015925719,-0.538517373,-0.261295827
1,8,25,sgd,uniform,100,0,0.05,sigmoid,0.970642012,0.965392193,0.031982898,0.7186569,0.7479856,0.057854085,-0.581625501,-0.261885708
1,16,10,Adagrad,uniform,150,0.1,0.05,relu,0.947196595,0.94640142,0.053200992,0.7054888,0.73835456,0.10281861,-0.626914677,-0.262048034
2,"(20, 7)",10,Adagrad,normal,100,0.2,0.05,tanh,0.988601741,0.970491891,0.020453184,0.72857374,0.76503265,0.022666598,-0.549952759,-0.263643081
3,"(1, 5, 16)",10,Adam,normal,50,0,0.05,elu,0.954354566,0.955466397,0.045089518,0.68569446,0.72183436,0.089207362,-0.616529087,-0.263660862
1,6,200,Adam,normal,50,0.3,0.05,elu,0.98251415,0.989313811,0.01408602,0.7397294,0.78511393,0.034665946,-0.563395086,-0.26436457
3,"(6, 17, 18)",10,sgd,normal,150,0.4,0.05,elu,0.971455076,0.944187119,0.042178902,0.7170686,0.7510557,0.056275036,-0.586648804,-0.265186884
3,"(19, 14, 4)",100,Adam,uniform,100,0.5,0.05,tanh,0.966262326,0.995363612,0.019187031,0.74060655,0.7607173,0.066337117,-0.59771152,-0.265687202
3,"(14, 14, 3)",10,Adam,uniform,150,0.1,0.05,sigmoid,0.848693083,0.906988563,0.122159177,0.6487921,0.72040623,0.27972005,-0.812980639,-0.266630295
1,18,100,sgd,uniform,150,0.4,0.05,relu,0.966600277,0.970960165,0.031219779,0.71961737,0.76936066,0.065683905,-0.598988711,-0.266652403
1,16,10,Adagrad,normal,100,0,0.05,tanh,0.966742689,0.947396109,0.042930601,0.7132235,0.73879457,0.065408574,-0.59957521,-0.267083318
3,"(20, 16, 17)",10,Adam,normal,200,0.1,0.1,elu,0.220394415,0.8353841,0.472110743,0.25389066,0.64739037,0.951426302,-1.486568073,-0.267570885
3,"(1, 15, 13)",25,Adam,normal,50,0.5,0.05,elu,0.995768421,0.954920921,0.024655329,0.73860025,0.7645121,0.008445251,-0.543994889,-0.267774819
1,16,10,Adagrad,uniform,150,0.2,0.05,tanh,0.967787073,0.969122637,0.031545145,0.71811926,0.75535464,0.063388182,-0.599352496,-0.267982157
1,16,10,Adagrad,uniform,150,0,0.05,tanh,0.963735226,0.932485781,0.051889497,0.71266145,0.742658,0.071214414,-0.60753676,-0.268161173
1,17,100,Adagrad,normal,200,0.1,0.05,elu,0.964927322,0.966766711,0.034152984,0.7581049,0.76824176,0.068915264,-0.607927198,-0.269505967
1,15,10,Adagrad,uniform,150,0.1,0.05,elu,0.946557101,0.950953422,0.051244739,0.7095896,0.73601437,0.104029655,-0.643759434,-0.269864889
1,17,10,sgd,uniform,50,0.4,0.05,tanh,0.973914414,0.971341095,0.027372246,0.73397934,0.7531723,0.051490714,-0.59182383,-0.270166558
2,"(1, 13)",10,Adam,normal,50,0.2,0.05,elu,0.949079534,0.974970512,0.037974977,0.7030658,0.7532004,0.099248037,-0.640054485,-0.270403224
2,"(6, 1)",10,RMSprop,normal,100,0.1,0.05,elu,0.942965291,0.99379443,0.031620139,0.70788157,0.7546611,0.11081646,-0.653543041,-0.271363291
2,"(20, 6)",10,sgd,normal,150,0.5,0.05,elu,0.971132242,0.954196942,0.037335408,0.7196131,0.7446049,0.056902168,-0.600797454,-0.271947643
1,18,10,Adagrad,uniform,100,0.1,0.05,sigmoid,0.984699894,0.969615596,0.022842255,0.73399866,0.76675427,0.030366119,-0.57481897,-0.272226425
2,"(16, 12)",10,sgd,uniform,50,0.1,0.05,relu,0.976883303,0.967140702,0.027987998,0.7240293,0.7618021,0.045699013,-0.591272059,-0.272786523
2,"(16, 1)",200,RMSprop,uniform,150,0,0.05,elu,0.920809357,1.010291387,0.034449628,0.68145204,0.77333343,0.152110128,-0.697780479,-0.272835176
1,9,10,Adagrad,uniform,200,0.2,0.05,elu,0.955114152,0.95856513,0.043160359,0.7058309,0.7504567,0.087756957,-0.635781001,-0.274012022
3,"(13, 14, 8)",25,Adam,uniform,150,0.1,0.1,tanh,0.383176269,0.78602406,0.415399836,0.3722708,0.5969943,0.853175947,-1.401823278,-0.274323665
2,"(16, 12)",10,Adagrad,normal,150,0.1,0.05,tanh,0.977651561,0.949406367,0.036471036,0.7270048,0.74963987,0.044197425,-0.593344991,-0.274573783
1,8,10,sgd,normal,200,0.4,0.05,tanh,0.967548586,0.993516812,0.019467301,0.73370504,0.77491033,0.063849733,-0.614480361,-0.275315314
3,"(3, 5, 6)",200,RMSprop,uniform,200,0.1,0.05,elu,0.91190813,1.004861194,0.041615338,0.6843163,0.7702042,0.168423563,-0.720176359,-0.275876398
2,"(16, 12)",10,Adam,uniform,150,0.3,0.1,tanh,0.414258176,0.82345357,0.381144127,0.41831616,0.65124726,0.828390164,-1.38081141,-0.276210623
3,"(3, 1, 17)",10,Adam,uniform,200,0.1,0.1,tanh,0.658320167,0.919960381,0.210859726,0.50742084,0.7567027,0.566614557,-1.119234735,-0.276310089
2,"(14, 7)",25,sgd,normal,150,0,0.05,relu,0.951626002,0.947134852,0.050619573,0.711708,0.7255026,0.094407952,-0.649155585,-0.277373816
1,16,25,sgd,normal,100,0,0.05,relu,0.955324611,0.975949856,0.034362766,0.726633,0.78463715,0.087354887,-0.642354808,-0.27749996
1,5,10,sgd,normal,100,0.3,0.05,elu,0.973291908,0.970071981,0.028318056,0.73015463,0.7743393,0.052702862,-0.607935721,-0.27761643
1,18,10,sgd,uniform,100,0.2,0.05,relu,0.95919214,0.972479199,0.034164331,0.7117298,0.7724997,0.079950438,-0.635493099,-0.27777133
1,20,10,sgd,normal,200,0,0.05,elu,0.999943614,0.971184982,0.014435702,0.74139756,0.77694494,0.000112769,-0.556653776,-0.278270504
4,"(9, 7, 5, 11)",100,Adam,normal,150,0,0.05,elu,0.793967495,1.000459049,0.102786728,0.6167656,0.85086155,0.369615617,-0.926737934,-0.278561159
2,"(18, 16)",25,Adagrad,uniform,150,0.1,0.05,tanh,0.970179476,0.979855402,0.024982561,0.7166341,0.757343,0.058751784,-0.61625622,-0.278752218
2,"(11, 4)",10,sgd,uniform,150,0.3,0.05,elu,0.96375318,0.963682949,0.036281936,0.72586757,0.751706,0.071179809,-0.629504193,-0.279162192
3,"(11, 20, 13)",100,Adam,normal,200,0.1,0.05,sigmoid,0.989252034,0.964091595,0.023328185,0.73445475,0.77054596,0.021380414,-0.579849003,-0.279234294
2,"(16, 12)",10,Adam,uniform,150,0.3,0.1,tanh,0.397118272,0.784379501,0.409251114,0.36743146,0.6248264,0.842297078,-1.401967809,-0.279835366
2,"(15, 16)",10,sgd,uniform,200,0.1,0.05,tanh,0.949261416,0.964784951,0.042976816,0.7044736,0.7628077,0.098902764,-0.658995824,-0.28004653
2,"(16, 12)",10,Adagrad,uniform,100,0.1,0.05,tanh,0.988650313,0.968929291,0.021210198,0.7327278,0.7689671,0.022570559,-0.583355165,-0.280392303
2,"(2, 17)",10,Adam,normal,150,0.5,0.05,tanh,0.842869583,1.000001227,0.078564595,0.666554,0.788617,0.289570865,-0.851098714,-0.280763924
1,16,200,Adagrad,uniform,150,0,0.05,sigmoid,0.973280648,0.954171464,0.036273944,0.71641433,0.7505805,0.052724781,-0.615575531,-0.281425375
2,"(18, 2)",10,sgd,uniform,100,0.4,0.05,tanh,0.993191228,0.96616262,0.020323076,0.73883235,0.7720782,0.013571184,-0.578112994,-0.282270905
4,"(8, 9, 12, 14)",10,RMSprop,uniform,150,0.5,0.05,relu,0.973819761,0.974405983,0.025887128,0.7381997,0.7709403,0.051675074,-0.618710816,-0.283517871
2,"(18, 16)",200,sgd,normal,150,0.1,0.05,tanh,0.981315862,0.975151583,0.021766278,0.7287808,0.7618664,0.03701918,-0.608776495,-0.285878657
1,9,100,Adam,normal,50,0.1,0.05,tanh,0.975506703,0.96294492,0.030774189,0.72391504,0.76623654,0.048386672,-0.620306083,-0.285959705
1,6,50,sgd,normal,100,0.3,0.05,relu,0.990502378,0.973524673,0.017986474,0.7401204,0.7791743,0.018905039,-0.593445052,-0.287270007
3,"(1, 3, 4)",10,Adam,uniform,150,0.1,0.05,tanh,0.991021907,0.973172821,0.017902636,0.7399823,0.7786072,0.017875579,-0.593180695,-0.287652558
1,17,100,Adam,uniform,50,0.4,0.05,elu,0.948435853,0.960385467,0.04558934,0.70525736,0.7479997,0.100469433,-0.676061888,-0.287796228
4,"(12, 8, 12, 5)",25,Adagrad,uniform,200,0.1,0.05,sigmoid,1.000060517,0.97184744,0.014046021,0.73897064,0.777424,-0.000121038,-0.577543931,-0.288832485
1,18,10,Adagrad,normal,100,0.2,0.05,sigmoid,0.986552913,0.978296017,0.017575535,0.7305761,0.7765589,0.02671335,-0.60561429,-0.28945047
3,"(20, 2, 1)",10,RMSprop,normal,150,0.5,0.05,elu,0.977057581,0.964519185,0.029211617,0.72223705,0.75682676,0.045358484,-0.624325313,-0.289483414
1,16,10,sgd,normal,50,0,0.05,sigmoid,0.955083744,0.960242631,0.042336813,0.70703495,0.7357993,0.087815043,-0.666829317,-0.289507137
1,19,10,Adagrad,uniform,50,0.3,0.05,elu,0.965394187,0.968568753,0.03301853,0.7412649,0.7549842,0.068014064,-0.647599162,-0.289792549
3,"(7, 18, 2)",10,RMSprop,uniform,50,0.5,0.05,elu,0.991345117,0.977226093,0.015714395,0.73872244,0.7765591,0.017234858,-0.597919431,-0.290342286
1,16,200,Adagrad,normal,200,0.5,0.05,sigmoid,0.990339777,0.972340885,0.018659669,0.7438607,0.7693502,0.019227126,-0.600321211,-0.290547042
1,14,200,RMSprop,normal,50,0.1,0.05,elu,0.946288625,0.939720619,0.056995378,0.71577275,0.7372692,0.104537838,-0.685906738,-0.29068445
4,"(14, 13, 20, 19)",10,RMSprop,uniform,50,0.5,0.05,relu,0.994331885,0.975915397,0.014876359,0.7336671,0.7769984,0.011304103,-0.59317106,-0.290933478
2,"(2, 4)",10,Adam,normal,50,0.1,0.05,sigmoid,0.999090013,0.972818123,0.014045932,0.73939997,0.7774476,0.001819147,-0.58375652,-0.290968687
3,"(11, 14, 12)",10,sgd,uniform,150,0.5,0.05,tanh,0.999699625,0.973143916,0.01357823,0.74057746,0.77858,0.000600661,-0.582852589,-0.291125964
4,"(12, 15, 20, 5)",10,sgd,uniform,100,0.5,0.05,elu,1.000032465,0.973290259,0.013338638,0.74136287,0.7787264,-6.49E-05,-0.582254685,-0.291159808
2,"(2, 6)",10,Adagrad,normal,150,0,0.05,elu,0.993790887,0.965030471,0.020589321,0.7378318,0.77096695,0.012379673,-0.595271646,-0.291445986
4,"(18, 12, 18, 4)",50,Adagrad,normal,200,0.3,0.05,elu,0.996926285,0.974359181,0.014357267,0.74135906,0.77823794,0.006137981,-0.590819716,-0.292340867
3,"(5, 18, 16)",10,RMSprop,uniform,150,0.1,0.05,sigmoid,0.860657905,0.945809231,0.096766432,0.6646323,0.75244665,0.25926797,-0.844100592,-0.292416311
2,"(1, 10)",10,Adagrad,uniform,100,0.5,0.05,elu,1.000274887,0.973439007,0.013143053,0.74151874,0.77944696,-0.00054985,-0.586205224,-0.293377537
2,"(16, 12)",10,sgd,uniform,200,0.1,0.05,sigmoid,0.999690383,0.974376637,0.01296649,0.74442446,0.7796518,0.000619139,-0.589174249,-0.294277555
4,"(5, 5, 10, 12)",10,RMSprop,normal,200,0.4,0.05,relu,0.971569346,0.960516918,0.033956868,0.73038554,0.76148874,0.056053006,-0.645283343,-0.294615168
1,16,10,sgd,normal,200,0,0.05,relu,0.958801547,0.991433375,0.024882539,0.7110356,0.7813417,0.080699594,-0.67004692,-0.294673663
2,"(1, 14)",10,sgd,uniform,200,0.4,0.05,tanh,0.999492685,0.974029108,0.013239103,0.7414052,0.7795845,0.001014372,-0.592407541,-0.295696585
3,"(5, 8, 10)",50,sgd,uniform,150,0.4,0.05,sigmoid,1.000009179,0.974064026,0.012963397,0.73873603,0.7795615,-1.84E-05,-0.59189019,-0.295954274
2,"(13, 20)",10,Adagrad,uniform,100,0.4,0.05,tanh,0.993472926,0.976743704,0.014891685,0.73656416,0.77732396,0.013011546,-0.607664841,-0.297326647
4,"(3, 6, 9, 5)",200,Adam,uniform,200,0.3,0.05,elu,0.953401269,0.995445004,0.025576863,0.71539056,0.7646018,0.09102602,-0.686914951,-0.297944465
4,"(20, 15, 17, 6)",25,Adam,normal,100,0.4,0.05,relu,0.970551492,0.974505118,0.027471695,0.7472444,0.7661844,0.058029801,-0.654212627,-0.298091413
1,3,10,Adagrad,uniform,50,0,0.05,elu,0.986431179,0.985727399,0.013920711,0.7338276,0.7683164,0.02695353,-0.623489261,-0.298267865
3,"(3, 15, 1)",100,Adam,uniform,200,0.2,0.05,tanh,0.914348311,0.962247123,0.061702283,0.71328706,0.77253705,0.163967166,-0.760509522,-0.298271178
4,"(16, 3, 4, 13)",10,RMSprop,normal,200,0.3,0.05,sigmoid,0.999783551,0.974750769,0.01273284,0.74273944,0.77995217,0.000432852,-0.597750383,-0.298658766
1,2,10,sgd,uniform,200,0.1,0.05,relu,0.998228508,0.975167095,0.013302198,0.73693985,0.78063524,0.003539845,-0.601830485,-0.29914532
2,"(15, 16)",10,sgd,uniform,200,0.1,0.05,sigmoid,0.999914666,0.975323,0.012381167,0.74233663,0.78065664,0.000170661,-0.599442018,-0.299635679
3,"(2, 3, 17)",50,Adagrad,normal,50,0.1,0.05,elu,0.99903291,0.974413699,0.013276696,0.7404133,0.7796997,0.001933246,-0.601914593,-0.299990674
1,15,10,sgd,normal,200,0.1,0.05,relu,0.961056364,0.963584123,0.037679757,0.71824676,0.7704663,0.076370665,-0.677191945,-0.30041064
3,"(9, 17, 9)",10,Adam,normal,50,0.1,0.05,sigmoid,0.998685529,0.974574722,0.013369874,0.73951346,0.77952015,0.002627213,-0.60449432,-0.300933553
4,"(11, 15, 8, 9)",50,Adagrad,normal,200,0.3,0.05,relu,0.998896345,0.974195161,0.013454247,0.7403028,0.7802407,0.002206091,-0.604602409,-0.301198159
2,"(20, 10)",10,Adam,uniform,200,0,0.1,elu,0.208164125,0.879090483,0.456372696,0.14845124,0.69244766,0.956667697,-1.559549883,-0.301441093
3,"(3, 11, 14)",10,Adagrad,uniform,150,0.4,0.05,tanh,0.998308981,0.974971191,0.013359914,0.7401776,0.77969503,0.003379179,-0.606707988,-0.301664405
3,"(4, 15, 14)",10,Adagrad,uniform,150,0.2,0.05,tanh,0.993576608,0.970351953,0.01803572,0.73588884,0.7768773,0.012805524,-0.617146264,-0.30217037
3,"(5, 14, 15)",10,Adagrad,uniform,150,0.3,0.05,elu,0.987878364,0.974974344,0.018573646,0.72797185,0.7744275,0.024096339,-0.628733908,-0.302318785
4,"(13, 19, 12, 6)",10,sgd,uniform,100,0,0.05,elu,0.999999277,0.974986308,0.012507208,0.7425054,0.7807369,1.45E-06,-0.605709206,-0.30285388
4,"(4, 18, 4, 18)",100,Adagrad,normal,200,0.1,0.05,relu,0.9997629,0.974968916,0.012634092,0.7416653,0.78065896,0.000474144,-0.606192271,-0.302859064
2,"(14, 7)",200,Adagrad,normal,150,0,0.05,sigmoid,0.998653422,0.974951137,0.01319772,0.74038255,0.7802623,0.002691342,-0.608629558,-0.302969108
4,"(9, 12, 5, 2)",10,Adagrad,uniform,150,0.4,0.05,tanh,0.999861197,0.975094047,0.012522378,0.7416482,0.78071344,0.000277586,-0.606515471,-0.303118943
2,"(14, 7)",50,sgd,uniform,150,0,0.05,sigmoid,1.000000598,0.975118954,0.012440224,0.7418626,0.7807696,-1.20E-06,-0.606352374,-0.303176785
3,"(20, 4, 4)",50,Adagrad,uniform,50,0.1,0.05,elu,0.998313995,0.97495277,0.013366618,0.7401563,0.78011626,0.003369168,-0.609758621,-0.303194727
1,18,10,RMSprop,normal,100,0.1,0.1,relu,0.491604118,0.816313896,0.346040993,0.3937702,0.60263276,0.758325391,-1.364814958,-0.303244783
2,"(3, 10)",100,Adagrad,uniform,200,0.1,0.05,sigmoid,0.999811157,0.975162958,0.012512943,0.74112517,0.78069854,0.000377651,-0.607197817,-0.303410083
4,"(15, 8, 2, 4)",50,sgd,normal,200,0,0.05,elu,1.000009112,0.975141641,0.012424624,0.74190754,0.78082067,-1.82E-05,-0.607150866,-0.303584545
2,"(1, 10)",10,sgd,uniform,50,0.1,0.05,elu,0.999889444,0.974663274,0.012723641,0.74177855,0.78062916,0.0002211,-0.607435777,-0.303607338
4,"(18, 1, 20, 14)",200,sgd,normal,200,0.2,0.05,elu,1.000010961,0.975219972,0.012384533,0.7420016,0.78082246,-2.19E-05,-0.607492236,-0.303757079
4,"(16, 1, 14, 20)",100,Adam,normal,200,0,0.05,sigmoid,0.99984848,0.975288038,0.012431741,0.74174404,0.78086966,0.000303016,-0.608111686,-0.303904335
3,"(16, 3, 18)",10,sgd,uniform,150,0.5,0.05,tanh,0.999381281,0.974975368,0.012821675,0.7410856,0.7805095,0.001237055,-0.609146006,-0.303954476
4,"(6, 5, 8, 19)",200,sgd,uniform,200,0.1,0.05,relu,0.999986012,0.975261173,0.012376407,0.74186146,0.7809451,2.80E-05,-0.607972077,-0.303972051
4,"(4, 18, 11, 19)",50,Adagrad,uniform,50,0,0.05,relu,0.999731657,0.975393507,0.012437418,0.74179834,0.7809626,0.000536613,-0.608493497,-0.303978442
4,"(11, 6, 18, 6)",100,sgd,uniform,100,0,0.05,elu,0.999993113,0.975258225,0.012374331,0.74187106,0.7809491,1.38E-05,-0.608083844,-0.304035035
3,"(3, 19, 6)",200,Adagrad,uniform,50,0.1,0.05,elu,0.999302867,0.975945512,0.012375811,0.741404,0.7809311,0.001393781,-0.610097396,-0.304351808
3,"(11, 13, 19)",10,Adagrad,uniform,150,0.5,0.05,elu,0.998558204,0.976567072,0.012437362,0.7409136,0.780985,0.002881514,-0.612151474,-0.30463498
2,"(3, 11)",200,Adagrad,normal,200,0.1,0.05,tanh,0.993056184,0.978965976,0.01398892,0.7369849,0.77714294,0.013839415,-0.624127657,-0.305144121
3,"(8, 2, 3)",25,sgd,uniform,200,0.2,0.05,elu,0.999926643,0.975491538,0.01229091,0.74205726,0.7810962,0.000146708,-0.610772477,-0.305312885
1,15,25,sgd,normal,200,0.1,0.05,elu,0.965037785,0.960519679,0.037221268,0.77005404,0.7423726,0.068702073,-0.679477537,-0.305387732
4,"(14, 7, 16, 8)",10,Adagrad,normal,50,0.1,0.05,elu,0.998825483,0.976081037,0.01254674,0.74095196,0.7808139,0.002347654,-0.61313545,-0.305393898
4,"(2, 16, 16, 14)",200,Adam,normal,200,0,0.05,tanh,0.675996588,1.060773095,0.131615159,0.48903948,0.90228796,0.543028613,-1.153975886,-0.305473636
3,"(1, 11, 1)",10,Adam,uniform,50,0.3,0.05,relu,0.999932235,0.975107089,0.012480338,0.7417853,0.7808074,0.000135526,-0.611321068,-0.305592771
1,18,10,Adagrad,normal,150,0.4,0.05,elu,0.970442087,0.975952561,0.026802676,0.7648302,0.7510578,0.058242157,-0.669691649,-0.305724746
4,"(20, 15, 17, 6)",100,Adam,normal,100,0.5,0.05,relu,0.996825728,0.976291294,0.013441489,0.7363311,0.77840126,0.006338468,-0.617841794,-0.305751663
4,"(2, 4, 19, 4)",10,Adagrad,normal,200,0.4,0.05,tanh,0.999896523,0.975477436,0.012313021,0.74205244,0.78122866,0.000206943,-0.612124305,-0.305958681
4,"(15, 8, 6, 2)",10,Adam,uniform,200,0.2,0.05,relu,1.000005282,0.975299124,0.012347797,0.74198955,0.7810566,-1.06E-05,-0.612429695,-0.306220129
3,"(16, 7, 2)",10,Adagrad,uniform,100,0.4,0.05,tanh,0.999933113,0.975598005,0.012234441,0.74202704,0.7813247,0.00013377,-0.612859246,-0.306362738
4,"(15, 14, 17, 18)",10,Adagrad,normal,150,0.5,0.05,tanh,0.999323457,0.975361949,0.012657297,0.74148446,0.78042436,0.001352629,-0.614192498,-0.306419935
1,11,50,sgd,normal,200,0.5,0.05,relu,0.981245234,0.980259802,0.019247482,0.72632,0.78204036,0.037157791,-0.651015553,-0.306928881
3,"(14, 3, 16)",10,sgd,normal,50,0.4,0.05,tanh,0.99984708,0.975398104,0.012377408,0.74253064,0.78097385,0.000305816,-0.614225353,-0.306959769
2,"(4, 2)",100,Adam,normal,200,0.1,0.05,sigmoid,0.998031418,0.97575674,0.013105921,0.73971355,0.7799601,0.003933289,-0.618160174,-0.307113443
3,"(8, 6, 1)",25,sgd,normal,200,0,0.05,elu,0.999810757,0.976322249,0.011933497,0.74228406,0.78182316,0.00037845,-0.61578016,-0.307700855
2,"(15, 16)",10,Adagrad,uniform,50,0.1,0.05,relu,0.990113442,0.97030471,0.019790924,0.73888075,0.7744925,0.019675372,-0.635625585,-0.307975107
